ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"This one-of-a-kind whimsical metal sculpture was created with reclaimed spoons, bolts, springs and wires.
","This one - of - a - kind whimsical metal sculpture was created with reclaimed spoons , bolts , springs and wires . ","This one-of-a-kind whimsical metal sculpture is created with reclaimed spoons, bolts, springs and wires.
","This one - of - a - kind whimsical metal sculpture is created with reclaimed spoons , bolts , springs and wires . ",SimplePast,['created '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","这是一种另类金属雕刻品，因为它们是用回收的勺子、毛边书、弹簧和金属丝制成的。
",bolt-17,cwmt,这种一种奇特的金属雕塑 是用再生勺子、螺栓、泉水和电线创造的。,这种一种奇特的金属雕塑是用再生勺子、螺栓、泉水和电线制造的。,1
"Angus Deaton says the bank needs a research - based ability to learn from its projects and policies.
",Angus Deaton says the bank needs a research - based ability to learn from its projects and policies . ,"Angus Deaton said the bank needs a research - based ability to learn from its projects and policies.
",Angus Deaton said the bank needs a research - based ability to learn from its projects and policies . ,SimplePresent,['says '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","称，世界银行需要从它的项目和政策中学习以研究为基础的能力。
",bank-4,um,"Angus Deaton说银行需要研究能力,","Angus Deaton说,银行需要研究能力,以便从项目和政策中学习。",1
"In the case of tossing behavior with uncertain people, its liability is preconditioned by the deduction of behavior.
","In the case of tossing behavior with uncertain people , its liability is preconditioned by the deduction of behavior . ","In the case of tossing behavior with uncertain people, its liability was preconditioned by the deduction of behavior.
","In the case of tossing behavior with uncertain people , its liability was preconditioned by the deduction of behavior . ",SimplePresent,['preconditioned '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","行为人不确定的抛物行为，责任的确定以行为推定为前提。
",case-2,cwmt,"在与不确定的人一起抛掷行为的情况下,其责任是以行为扣减为先决条件的。","在与不确定的人一起抛掷行为的情况下,其责任是以行为扣减为先决条件的。",1
"Silibinin Capsules and Compound Danshen Dropping Pills Used Concomitantly for Adiposis Hepatica and Hepatic Fibrosis: Survey of 22 Cases
",Silibinin Capsules and Compound Danshen Dropping Pills Used Concomitantly for Adiposis Hepatica and Hepatic Fibrosis : Survey of 22 Cases ,"Silibinin Capsules and Compound Danshen Dropping Pills Use Concomitantly for Adiposis Hepatica and Hepatic Fibrosis: Survey of 22 Cases
",Silibinin Capsules and Compound Danshen Dropping Pills Use Concomitantly for Adiposis Hepatica and Hepatic Fibrosis : Survey of 22 Cases ,SimplePast,['Used '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","本以质量求生存，诚信求发展来感谢广大客户多年来的支持。
",case-19,cwmt,Silibinin Capsulless 和化合物 Danshen 投射针用于肝炎和肝纤维化:22个病例的调查,Silibinin Capsulless 和化合物 Danshen 投下药丸同时用于肝炎和肝纤维化:22个病例的调查,1
"Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism
",Security Council Committee established pursuant to resolution 1373 ( 2001 ) concerning counter - terrorism ,"Security Council Committee establish pursuant to resolution 1373 (2001) concerning counter-terrorism
",Security Council Committee establish pursuant to resolution 1373 ( 2001 ) concerning counter - terrorism ,SimplePast,['established '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","安全理事会关于反恐怖主义的第1373(2001)号决议所设委员会
",counter-12,UNv1,安全理事会关于反恐怖主义的第1373(2001)号决议所设委员会,安全理事会关于反恐怖主义的第1373(2001)号决议所设委员会,1
"Shangrao Normal College has made certain progress in making use of revolutionary resources to conduct the education of national spirit among students. However, there are also some deficiencies.
","Shangrao Normal College has made certain progress in making use of revolutionary resources to conduct the education of national spirit among students . However , there are also some deficiencies . ","Shangrao Normal College has made certain progress in making use of revolutionary resources to conduct the education of national spirit among students. However, there were also some deficiencies.
","Shangrao Normal College has made certain progress in making use of revolutionary resources to conduct the education of national spirit among students . However , there were also some deficiencies . ",SimplePresent,['are '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","杰克·哈里斯：我根本不想靠拍什么色情片过活。
",spirit-19,cwmt,"在利用革命资源在学生中开展民族精神教育方面,Shangrao师范学院取得了一定进展,但也存在一些缺陷。","在利用革命资源在学生中开展民族精神教育方面,Shangrao师范学院取得了一定进展,但也存在一些缺陷。",1
"The guy that I nabbed was so clueless he said he was following the instructions from a manual that he got mail order from some web site.
",The guy that I nabbed was so clueless he said he was following the instructions from a manual that he got mail order from some web site . ,"The guy that I nabbed was so clueless he say he was following the instructions from a manual that he got mail order from some web site.
",The guy that I nabbed was so clueless he say he was following the instructions from a manual that he got mail order from some web site . ,SimplePast,['said '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","被我抓到的家伙说 他是按照网购来的说明手册进行犯罪的
",mail-21,os18,我抓的那个人太笨了 他说他听从手册的指示 从某个网站收到邮购单,我抓的那个人太笨了 他说他听从手册的指示 从某个网站收到邮购单,1
"While as sputtering power increases, resistivity of thin film will become a good performance but transmittance deteriorated.
","While as sputtering power increases , resistivity of thin film will become a good performance but transmittance deteriorated . ","While as sputtering power increases, resistivity of thin film will become a good performance but transmittance deteriorate.
","While as sputtering power increases , resistivity of thin film will become a good performance but transmittance deteriorate . ",SimplePast,['deteriorated'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","很就以前，一个老师和一个学生躺在大树底下的草坪上。
",film-9,cwmt,"微薄薄薄膜的抵抗力将变成好表现,","微薄薄薄膜的抵抗力将成为一种好表现,",1
"I remember Ramona coming from the rear of the MOVE yard over the fence and down.
",I remember Ramona coming from the rear of the MOVE yard over the fence and down . ,"I remembered Ramona coming from the rear of the MOVE yard over the fence and down.
",I remembered Ramona coming from the rear of the MOVE yard over the fence and down . ,SimplePresent,['remember '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","我记得雷蒙娜从后方飞来 在MOVE院子翻过栅栏和向下。
",move-9,os18,我记得雷蒙娜从移动系统院子的后面 穿过栅栏和向下走来,我记得雷蒙娜从移动系统院子的后面 穿过栅栏和向下走来,1
"Balance funds mix stocks and bonds to spread risk -- and capital -- even more.
",Balance funds mix stocks and bonds to spread risk -- and capital -- even more . ,"Balance funds mixed stocks and bonds to spread risk -- and capital -- even more.
",Balance funds mixed stocks and bonds to spread risk -- and capital -- even more . ,SimplePresent,['mix '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","平衡式基金包含多种股票和债券以此 平摊 风险,同时也 分散 了资金.
",capital-11,cwmt,"余额基金混合股票和债券,使风险 -- -- 和资本 -- -- 进一步分散。","余额为混合股票和债券提供资金,使风险 -- -- 和资本 -- -- 进一步分散。",1
"The Secretary of the Committee read out a letter from the Chief of Security and Safety Services in response to queries raised by the delegations of Costa Rica and Egypt.
",The Secretary of the Committee read out a letter from the Chief of Security and Safety Services in response to queries raised by the delegations of Costa Rica and Egypt . ,"The Secretary of the Committee read out a letter from the Chief of Security and Safety Services in response to queries raised by the delegations of Costa Rica and Egypt.
",The Secretary of the Committee read out a letter from the Chief of Security and Safety Services in response to queries raised by the delegations of Costa Rica and Egypt . ,SimplePresent,['read '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","委员会秘书宣读警卫和安全处处长为答复哥斯达黎加和埃及代表团提出的询问所交来的信。
",letter-8,UNv1,委员会秘书宣读了安保和安全处处长针对哥斯达黎加和埃及代表团所提询问的来信。,委员会秘书宣读了安保和安全处处长针对哥斯达黎加和埃及代表团所提询问的来信。,1
"The United Nations has done a tremendous amount of work in spreading and enhancing the Olympic spirit.
",The United Nations has done a tremendous amount of work in spreading and enhancing the Olympic spirit . ,"The United Nations has done a tremendous amount of work in spreading and enhanced the Olympic spirit.
",The United Nations has done a tremendous amount of work in spreading and enhanced the Olympic spirit . ,SimplePresent,['enhancing '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","为传播并弘扬奥林匹克精神，联合国做了大量工作。
",spirit-16,cwmt,联合国在传播和加强奥林匹克精神方面做了大量工作。,联合国在传播和加强奥林匹克精神方面做了大量工作。,-4
"The international community must promote democratic institutions as well as continue to curb the spread of small arms and light weapons to conflict-prone areas.
",The international community must promote democratic institutions as well as continue to curb the spread of small arms and light weapons to conflict - prone areas . ,"The international community must promote democratic institutions as well as continued to curb the spread of small arms and light weapons to conflict-prone areas.
",The international community must promote democratic institutions as well as continued to curb the spread of small arms and light weapons to conflict - prone areas . ,SimplePresent,['continue '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","国际社会必须促进民主机制,并在继续遏制小型武器和轻武器在易发生冲突地区扩散。
",arm-17,UNv1,"国际社会必须促进民主机构,并继续遏制小武器和轻武器扩散到冲突易发地区。","国际社会必须促进民主机构,并继续遏制小武器和轻武器扩散到冲突易发地区。",1
"Note Symbols of United Nations documents are composed of capital letters combined with figures.
",Note Symbols of United Nations documents are composed of capital letters combined with figures . ,"Noted Symbols of United Nations documents are composed of capital letters combined with figures.
",Noted Symbols of United Nations documents are composed of capital letters combined with figures . ,SimplePresent,['Note '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","联合国文件都用英文大写字母附加数字编号。
",capital-9,UNv1,联合国文件都用英文大写字母附加数字编号。,联合国文件都用英文大写字母附加数字编号。,-4
"filaments proximally adnate to perianth tube, free part short to long;
","filaments proximally adnate to perianth tube , free part short to long ; ","filaments proximally adnated to perianth tube, free part short to long;
","filaments proximally adnated to perianth tube , free part short to long ; ",SimplePresent,['adnate '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","此类可调式、弹簧式提升阀适用于控制系统压力。
",tube-5,cwmt,"紧接于过敏管的细丝,短短至长不折不扣;","紧紧粘合到过敏管的细丝,短短至长不折不扣;",1
"Replacing permanent establishment (PE) staff by Non-Civil Service Contract Staff (NCSCS), e.g. a number of PE staff under voluntary retirement were replaced by NCSCS.
","Replacing permanent establishment ( PE ) staff by Non - Civil Service Contract Staff ( NCSCS ) , e.g. a number of PE staff under voluntary retirement were replaced by NCSCS . ","Replacing permanent establishment (PE) staff by Non-Civil Service Contract Staff (NCSCS), e.g. a number of PE staff under voluntary retirement are replaced by NCSCS.
","Replacing permanent establishment ( PE ) staff by Non - Civil Service Contract Staff ( NCSCS ) , e.g. a number of PE staff under voluntary retirement are replaced by NCSCS . ",SimplePast,['replaced '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","非公务员合约雇员取代常额编制人员，例如由非公务员合约雇员取代在自愿退休计划下退休的多名常额编制人员。
",staff-23,cwmt,"以非公务员合同工作人员取代常设单位工作人员,例如,一些自愿退休的常设单位工作人员被非公务员合同工作人员取代。","以非公务员合同工作人员取代常设单位工作人员,例如,一些自愿退休的常设单位工作人员由非公务员合同工作人员取代。",1
"He happens to be the fall guy in case things go wrong.
",He happens to be the fall guy in case things go wrong . ,"He happened to be the fall guy in case things go wrong.
",He happened to be the fall guy in case things go wrong . ,SimplePresent,['happens '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","万一事情出了差错，他恰巧是替罪羊。
",case-8,um,他碰巧是替罪羊 以防万一出事,他碰巧是替罪羊 以防万一出事,1
"The positions of delegations regarding the recommendations of the Special Political and Decolonization Committee have been made clear in the Committee and are reflected in the relevant official records.
",The positions of delegations regarding the recommendations of the Special Political and Decolonization Committee have been made clear in the Committee and are reflected in the relevant official records . ,"The positions of delegations regarding the recommendations of the Special Political and Decolonization Committee have been made clear in the Committee and were reflected in the relevant official records.
",The positions of delegations regarding the recommendations of the Special Political and Decolonization Committee have been made clear in the Committee and were reflected in the relevant official records . ,SimplePresent,['reflected '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","各代表团已经在委员会表明了关于特别政治和非殖民化委员会各项建议的立场，有关正式记录已经反映这些立场。
",record-28,UNv1,"各代表团关于特别政治和非殖民化委员会各项建议的立场已在委员会表明,并反映在有关正式记录中。","各代表团关于特别政治和非殖民化委员会各项建议的立场已在委员会表明,并反映在有关正式记录中。",1
"No guarantee is assumed for the completeness of the supporting documents and records to validate the deduction of the input tax credit.
",No guarantee is assumed for the completeness of the supporting documents and records to validate the deduction of the input tax credit . ,"No guarantee was assumed for the completeness of the supporting documents and records to validate the deduction of the input tax credit.
",No guarantee was assumed for the completeness of the supporting documents and records to validate the deduction of the input tax credit . ,SimplePresent,['assumed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","对宽减进项税税额所需的有关文件和记录的完整性不作保证。
",record-12,UNv1,"对证明文件和记录的完整性不作任何保证,以证实扣除投入税抵免。","对证明文件和记录的完整性没有作出保证,以证实扣减投入税抵免。",1
"FRACTAL ANALYSIS APPLIED TO MOUNTAIN RIDGES AND FAULTS──A CASE STUDY OF CHINA
",FRACTAL ANALYSIS APPLIED TO MOUNTAIN RIDGES AND FAULTS ─ ─ A CASE STUDY OF CHINA ,"Fractaled ANALYSIS APPLIED TO MOUNTAIN RIDGES AND FAULTS──A CASE STUDY OF CHINA
",Fractaled ANALYSIS APPLIED TO MOUNTAIN RIDGES AND FAULTS ─ ─ A CASE STUDY OF CHINA ,SimplePresent,['FRACTAL '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","山系的分维及山系与断层系关系──以中国为例
",case-11,um,三、对中国山地难民与自然灾害案例研究的,分析对中国山地和山地难民及一个案例研究的 详细分析,1
"It also grants the president authority to waive sanctions on a company for 12 months on a case-by-case basis.
",It also grants the president authority to waive sanctions on a company for 12 months on a case - by - case basis . ,"It also granted the president authority to waive sanctions on a company for 12 months on a case-by-case basis.
",It also granted the president authority to waive sanctions on a company for 12 months on a case - by - case basis . ,SimplePresent,['grants '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","它还赋予总统一项权力，基于个案决定对某一公司免予制裁12个月。
",case-17,cwmt,"它还授权总统逐案免除对公司的制裁,为期12个月。","它还授权总统逐案免除对公司的制裁,为期12个月。",1
"Please before using firm move according to the diagram gearing don't strong line change.
",Please before using firm move according to the diagram gearing do n't strong line change . ,"Please before using firm move according to the diagram gearing didn't strong line change.
",Please before using firm move according to the diagram gearing did n't strong line change . ,SimplePresent,['do'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","使用前请按图安装牢固,搬动时不要强行推移.
",change-14,cwmt,"请在按照图表调整前先使用硬性动作, 不要强烈改变线条 。",请在使用根据图表调整的硬性动作前 避免线条发生强烈变化,1
"2008-04-20 20:00 CHAPTER XXI The arrival of this letter, coming after a week of silence and after she had had a chance to think, moved Jennie deeply.
","2008 - 04 - 20 20:00 CHAPTER XXI The arrival of this letter , coming after a week of silence and after she had had a chance to think , moved Jennie deeply . ","2008-04-20 20:00 CHAPTER XXI The arrival of this letter, coming after a week of silence and after she had had a chance to think, move Jennie deeply.
","2008 - 04 - 20 20:00 CHAPTER XXI The arrival of this letter , coming after a week of silence and after she had had a chance to think , move Jennie deeply . ",SimplePast,['moved '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","二十一—珍妮跟雷斯脱别后一礼拜不闻声息，正有一个细细考虑的机会，现在来了这封信，就又使她深深感动了。
",letter-12,cwmt,"本信的到来,经过一周的沉默,在她有机会思考之后,使珍妮深深地感动。","本信的到来经过一周的沉默,在她有机会思考之后,使珍妮深深地感动。",1
"Recalling further the letter from its President to the Secretary-General of 18 May 2001 (S/2001/500),
","Recalling further the letter from its President to the Secretary - General of 18 May 2001 ( S/2001/500 ) , ","Recalled further the letter from its President to the Secretary-General of 18 May 2001 (S/2001/500),
","Recalled further the letter from its President to the Secretary - General of 18 May 2001 ( S/2001/500 ) , ",SimplePresent,['Recalling '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","还回顾2001年5月18日安理会主席给秘书长的信（S/2001/500），
",letter-3,UNv1,"还回顾2001年5月18日安理会主席给秘书长的信(S/2001/500),","还回顾2001年5月18日安理会主席给秘书长的信(S/2001/500),",1
"30. He agreed with the Special Rapporteur's conclusion that cases in which one State delegated to another the right to exercise diplomatic protection seldom arose in practice.
",30 . He agreed with the Special Rapporteur 's conclusion that cases in which one State delegated to another the right to exercise diplomatic protection seldom arose in practice . ,"30. He agree with the Special Rapporteur's conclusion that cases in which one State delegated to another the right to exercise diplomatic protection seldom arose in practice.
",30 . He agree with the Special Rapporteur 's conclusion that cases in which one State delegated to another the right to exercise diplomatic protection seldom arose in practice . ,SimplePast,['agreed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","30. 他同意特别报告员的结论，即一国将行使外交保护的权利授予另一国的情况实际上很少发生。
",case-11,UNv1,"30. 他同意特别报告员的结论,即一国将行使外交保护的权利下放给另一国的情况在实践中很少发生。","30. 他同意特别报告员的结论,即一国将行使外交保护的权利下放给另一国的情况在实践中很少发生。",-4
"Benchmark crude-oil futures for August delivery on the New York Mercantile Exchange settled at a five-week low of $64. 05 a barrel Monday.
",Benchmark crude - oil futures for August delivery on the New York Mercantile Exchange settled at a five - week low of $ 64 . 05 a barrel Monday . ,"Benchmark crude-oil futures for August delivery on the New York Mercantile Exchange settle at a five-week low of $64. 05 a barrel Monday.
",Benchmark crude - oil futures for August delivery on the New York Mercantile Exchange settle at a five - week low of $ 64 . 05 a barrel Monday . ,SimplePast,['settled '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","纽约商交所基准的8月原油期货周一收于64.05美元每桶的五周低点。
",barrel-27,cwmt,纽约商品交易所8月交货的基准原油期货以每桶64美元每桶64美元的最低5周结算。,"纽约商品交易所8月交货的基准原油期货,最低5周,每桶64美元。 5 星期一。",1
"A priority should be given to economic security networks, for instance, increasing the education capital of poorer households and pursuing active employment policies.
","A priority should be given to economic security networks , for instance , increasing the education capital of poorer households and pursuing active employment policies . ","A priority should be given to economic security networks, for instance, increasing the education capital of poorer households and pursued active employment policies.
","A priority should be given to economic security networks , for instance , increasing the education capital of poorer households and pursued active employment policies . ",SimplePresent,['pursuing '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","例如，应优先建立经济保障网，增加贫穷家庭的教育资本，并实行积极的就业政策。
",capital-16,UNv1,"应优先考虑经济安全网络,例如,增加较贫穷家庭的教育资本和推行积极的就业政策。","应优先考虑经济安全网络,例如,增加较贫穷家庭的教育资本,推行积极的就业政策。",1
"In legislation, we admit that register of real property is symbol of real right change.
","In legislation , we admit that register of real property is symbol of real right change . ","In legislation, we admited that register of real property is symbol of real right change.
","In legislation , we admited that register of real property is symbol of real right change . ",SimplePresent,['admit '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","我国立法承认,房地产登记是物权变动的标志.
",change-15,cwmt,"在立法中,我们承认,不动产登记是实际权利变化的象征。","在立法中,我们承认,不动产登记是实际权利变化的象征。",1
"Inner Mongolia reported more than 84 mine accidents last year, including 23 coal mine accidents, and 124 deaths of miners, according to the regional work safety administration.
","Inner Mongolia reported more than 84 mine accidents last year , including 23 coal mine accidents , and 124 deaths of miners , according to the regional work safety administration . ","Inner Mongolia report more than 84 mine accidents last year, including 23 coal mine accidents, and 124 deaths of miners, according to the regional work safety administration.
","Inner Mongolia report more than 84 mine accidents last year , including 23 coal mine accidents , and 124 deaths of miners , according to the regional work safety administration . ",SimplePast,['reported '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","据内蒙古区工作安全机构报道，去年矿业事故发生84多起，其中包括23起煤矿事故，共造成124名矿工死亡。
",mine-14,cwmt,"内蒙古去年报告了84起以上的地雷事故,包括23起煤矿事故和124名矿工死亡,据区域工作安全管理局称。","内蒙古去年报告了84起以上的地雷事故,包括23起煤矿事故和124名矿工死亡,据区域工作安全管理局称。",-4
"This approach to funding capital expenditure has the benefit of ""normalizing"" resource requirement patterns for major maintenance, alterations and improvements in the long term.
","This approach to funding capital expenditure has the benefit of "" normalizing "" resource requirement patterns for major maintenance , alterations and improvements in the long term . ","This approach to funding capital expenditure had the benefit of ""normalizing"" resource requirement patterns for major maintenance, alterations and improvements in the long term.
","This approach to funding capital expenditure had the benefit of "" normalizing "" resource requirement patterns for major maintenance , alterations and improvements in the long term . ",SimplePresent,['has '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","这种基本建设支出的供资方法有个好处，即可以在长期内使主要维修、改建和装修的资金需求模式""正常化""。
",capital-4,UNv1,这种为资本支出供资的做法有利于长期主要维修、改建和装修所需资源模式的“正常化”。,这种为资本支出供资的做法有利于长期主要维修、改建和装修所需资源模式的“正常化”。,1
"Shaft seal: It uses either packing seal or mechanical seal, shaft sleeve is installed in shaft seal to protect shaft.
","Shaft seal : It uses either packing seal or mechanical seal , shaft sleeve is installed in shaft seal to protect shaft . ","Shaft seal: It uses either packing seal or mechanical seal, shaft sleeve was installed in shaft seal to protect shaft.
","Shaft seal : It uses either packing seal or mechanical seal , shaft sleeve was installed in shaft seal to protect shaft . ",SimplePresent,['installed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","整肃认证市场，中国政府在行动
",seal-18,cwmt,"封条:它使用包装封条或机械封条,将井袖安装在井封内以保护井口。","封条:它使用包装封条或机械封条,在竖封上安装了轴袖,以保护井口。",1
"All interested are kindly requested to register by e-mail (librarytraining@un.org) or by telephone (1 (212) 963-5321).
",All interested are kindly requested to register by e - mail ( librarytraining@un.org ) or by telephone ( 1 ( 212 ) 963 - 5321 ) . ,"All interested were kindly requested to register by e-mail (librarytraining@un.org) or by telephone (1 (212) 963-5321).
",All interested were kindly requested to register by e - mail ( librarytraining@un.org ) or by telephone ( 1 ( 212 ) 963 - 5321 ) . ,SimplePresent,['requested '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","请所有感兴趣的代表和工作人员通过电邮(librarytraining@un.org)或电话(1 (212) 963-5321)报名登记。
",mail-10,UNv1,请所有感兴趣的代表和工作人员通过电邮(librarytraining@un.org)或电话(1 (212) 963-5321)报名登记。,请所有感兴趣的代表和工作人员通过电邮(librarytraining@un.org)或电话(1 (212) 963-5321)报名登记。,1
"It also called for measures that promote women's access to and ownership of means of production, including land, capital and entrepreneurship.
","It also called for measures that promote women 's access to and ownership of means of production , including land , capital and entrepreneurship . ","It also call for measures that promote women's access to and ownership of means of production, including land, capital and entrepreneurship.
","It also call for measures that promote women 's access to and ownership of means of production , including land , capital and entrepreneurship . ",SimplePast,['called '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","它还呼吁采取措施促进妇女获得和拥有生产资料，包括土地、资本和创业精神。
",capital-21,UNv1,"它还呼吁采取措施,促进妇女获得和拥有生产资料,包括土地、资本和创业。","委员会还呼吁采取措施,促进妇女获得和拥有生产资料,包括土地、资本和创业。",1
