ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"Those proposals and the proposal by the United States and Denmark on detectability and on the active life of remotely delivered mines had attracted wide support.
",Those proposals and the proposal by the United States and Denmark on detectability and on the active life of remotely delivered mines had attracted wide support . ,"Those proposals and the proposal by the United States and Denmark on detectability and on the active life of remotely delivered mines had not attracted wide support.
",Those proposals and the proposal by the United States and Denmark on detectability and on the active life of remotely delivered mines had not attracted wide support . ,positive,['attracted'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-24,24-25,25-26,26-27,27-28","这些建议以及美国和丹麦关于可探测性和遥布地雷有效期限的建议吸引了广泛的支持。
",mine-21,UNv1,1,这些提案以及美国和丹麦关于可探测性和遥布地雷有效寿命的提案得到了广泛支持。,这些提案以及美国和丹麦关于可探测性和遥布地雷有效寿命的提案没有得到广泛支持。
"A list of incoming check should be prepared by the employees assigned to open the mail. 2.
",A list of incoming check should be prepared by the employees assigned to open the mail . 2 . ,"A list of incoming check should not be prepared by the employees assigned to open the mail. 2.
",A list of incoming check should not be prepared by the employees assigned to open the mail . 2 . ,positive,['prepared'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20","收入支票表应该由专门负责拆邮件的雇员来编制。
",mail-15,cwmt,1,负责打开邮件的雇员应编制一份收件检查清单。,被指派打开邮件的雇员不应编制收件检查清单。
"The Committee may invite specialized agencies and other United Nations organs to submit reports on the implementation of the Convention in areas falling within the scope of their activities;
",The Committee may invite specialized agencies and other United Nations organs to submit reports on the implementation of the Convention in areas falling within the scope of their activities ; ,"The Committee may not invite specialized agencies and other United Nations organs to submit reports on the implementation of the Convention in areas falling within the scope of their activities;
",The Committee may not invite specialized agencies and other United Nations organs to submit reports on the implementation of the Convention in areas falling within the scope of their activities ; ,positive,['invite'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31","委员会可以邀请专门机构和其他联合国机构提交报告，说明公约在其活动范围所涉领域的实施情况；
",organ-10,UNv1,1,委员会可邀请各专门机构和联合国其他机关就《公约》在其活动范围内各个领域的执行情况提出报告;,"委员会不得邀请各专门机构和联合国其他机关提交报告,说明《公约》在其活动范围内各个领域的执行情况;"
"Fifth, in order to achieve positive change, we must continue to work together.
","Fifth , in order to achieve positive change , we must continue to work together . ","Fifth, in order to achieve positive change, we must not continue to work together.
","Fifth , in order to achieve positive change , we must not continue to work together . ",positive,['continue'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-12,12-13,13-14,14-15,15-16,16-17","第五，为了实现积极的变革，我们必须一起继续工作。
",change-7,UNv1,-2,"第五,为了实现积极变革,我们必须继续共同努力。","第五,为了实现积极变革,我们决不能继续共同努力。"
"Main products are laboratory furniture , fume hood , ESD workstation , storage cabinet , high purity gas distribution, etc.
","Main products are laboratory furniture , fume hood , ESD workstation , storage cabinet , high purity gas distribution , etc . ","Main products are not laboratory furniture , fume hood , ESD workstation , storage cabinet , high purity gas distribution, etc.
","Main products are not laboratory furniture , fume hood , ESD workstation , storage cabinet , high purity gas distribution , etc . ",positive,['are'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23","气路的设计和安装;为您精心打造安全的 、 科学的 、 绿色的实验室.
",hood-7,cwmt,1,主要产品包括实验室家具、烟头罩、教育促进可持续性发展工作站、储藏柜、高纯气分配等。,主要产品不是实验室家具、烟头罩、促进可持续性发展工作站、储存柜、高纯气分配等。
"The bomber targeted a crowd of people watching a volleyball match in a congested neighborhood.
",The bomber targeted a crowd of people watching a volleyball match in a congested neighborhood . ,"The bomber did not target a crowd of people watching a volleyball match in a congested neighborhood.
",The bomber did not target a crowd of people watching a volleyball match in a congested neighborhood . ,positive,['targeted'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18","铝及其合金是应用最广泛的五大基体之一。
",match-10,cwmt,1,炸弹手将一群在拥挤的街区观看排球比赛的人作为攻击目标。,轰炸者没有把目标对准在拥挤的街区观看排球比赛的人群。
"Talk about credibility, although the fan did not dare cut the preparation of artificial!
","Talk about credibility , although the fan did not dare cut the preparation of artificial ! ","Do not talk about credibility, although the fan did not dare cut the preparation of artificial!
","Do not talk about credibility , although the fan did not dare cut the preparation of artificial ! ",positive,['talk'],MUTATED,"0-2,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18","求珍品,品味虽贵必不敢减物力!讲信誉, 配制虽繁必不敢减人工!
",fan-6,cwmt,1,"说到信誉, 虽然粉丝不敢削减 人造的准备!","不要谈论信誉, 尽管粉丝不敢削减 人造的准备!"
"In prior periods, the net balance of these activities was reflected in the balance sheet.
","In prior periods , the net balance of these activities was reflected in the balance sheet . ","In prior periods, the net balance of these activities was not reflected in the balance sheet.
","In prior periods , the net balance of these activities was not reflected in the balance sheet . ",positive,['reflected'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-12,12-13,13-14,14-15,15-16,16-17,17-18","在以往期间，这些活动的净余额反映于资产负债表内。
",balance-6,UNv1,1,"在以往各期,这些活动的净余额反映在资产负债表中。","在以往各期,这些活动的净余额没有反映在资产负债表中。"
"With the traditional incandescent, fluorescent, compared, LED light source is not mercury-free ultraviolet beam.
","With the traditional incandescent , fluorescent , compared , LED light source is not mercury - free ultraviolet beam . ","With the traditional incandescent, fluorescent, compared, LED light source is mercury-free ultraviolet beam.
","With the traditional incandescent , fluorescent , compared , LED light source is mercury - free ultraviolet beam . ",negative,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19","与传统的白炽灯、荧光灯相比，LED光源中没有水银，光束中不含紫外线。
",beam-18,um,1,"与传统的白炽、荧光相比,LED光源并非无汞紫外光束。","LED光源是无汞紫外线光束,与之相比,传统白炽、荧光灯来源是无汞紫外光束。"
"4. Following a separate decision on admissibility, the Committee shall fix the deadline for submissions on a case-by-case basis.
","4 . Following a separate decision on admissibility , the Committee shall fix the deadline for submissions on a case - by - case basis . ","4. Following a separate decision on admissibility, the Committee shall not fix the deadline for submissions on a case-by-case basis.
","4 . Following a separate decision on admissibility , the Committee shall not fix the deadline for submissions on a case - by - case basis . ",positive,['fix'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27","4. 在对可否受理问题作出单独决定后，委员会应就每一个案件规定最后提交期限。
",case-19,UNv1,-2,"4. 在就可否受理问题作出单独决定之后,委员会应逐案确定提交划界案的最后期限。","4. 在就可否受理问题作出单独决定之后,委员会不应逐案确定提交期限。"
"The proposed mine action programme would aim to alleviate the threat to the local population, as well as to United Nations personnel during their day and night patrols.
","The proposed mine action programme would aim to alleviate the threat to the local population , as well as to United Nations personnel during their day and night patrols . ","The proposed mine action programme would not aim to alleviate the threat to the local population, as well as to United Nations personnel during their day and night patrols.
","The proposed mine action programme would not aim to alleviate the threat to the local population , as well as to United Nations personnel during their day and night patrols . ",positive,['aim'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31","拟议地雷行动方案旨在缓解对当地居民以及开展日夜巡逻的联合国人员的威胁。
",mine-2,UNv1,1,拟议的排雷行动方案旨在减轻对当地居民以及联合国人员日夜巡逻的威胁。,拟议的排雷行动方案的目的不是要减轻对当地居民以及联合国人员在白天和夜间巡逻期间所受的威胁。
"Nevertheless, at least for the near term (up to 2014 inclusive), reductions are likely to exceed Protocol targets.
","Nevertheless , at least for the near term ( up to 2014 inclusive ) , reductions are likely to exceed Protocol targets . ","Nevertheless, at least for the near term (up to 2014 inclusive), reductions are not likely to exceed Protocol targets.
","Nevertheless , at least for the near term ( up to 2014 inclusive ) , reductions are not likely to exceed Protocol targets . ",positive,['are'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-18,18-19,19-20,20-21,21-22,22-23,23-24","尽管如此，至少就近期而言（即至2014年（含），削减量有可能超过《议定书》所订立的相关指标。
",term-7,UNv1,1,"然而,至少在近期(直至2014年的包容性),削减量可能超过《议定书》的目标。","然而,至少在近期(直至2014年的包容性),削减量不大可能超过《议定书》的目标。"
"On 24 August 2009, the State party reiterated its previous argument that the question of exhuming the body of the deceased could not be reopened within the terms of article 121 of the Penal Code.
","On 24 August 2009 , the State party reiterated its previous argument that the question of exhuming the body of the deceased could not be reopened within the terms of article 121 of the Penal Code . ","On 24 August 2009, the State party did not reiterate its previous argument that the question of exhuming the body of the deceased could not be reopened within the terms of article 121 of the Penal Code.
","On 24 August 2009 , the State party did not reiterate its previous argument that the question of exhuming the body of the deceased could not be reopened within the terms of article 121 of the Penal Code . ",positive,['reiterated'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39","2009年8月24日，缔约国重申，按照《刑法》第121条的规定，不能重提发掘死者遗体的问题。
",term-28,UNv1,1,"2009年8月24日,缔约国重申其先前的论点,即无法根据《刑法》第121条的规定重新讨论挖掘死者尸体的问题。","2009年8月24日,缔约国未重申其先前的论点,即无法根据《刑法》第121条的规定重新讨论挖掘死者尸体的问题。"
"In such cases, it might be very difficult to achieve semantic transparency through natural language schema annotations.
","In such cases , it might be very difficult to achieve semantic transparency through natural language schema annotations . ","In such cases, it might not be very difficult to achieve semantic transparency through natural language schema annotations.
","In such cases , it might not be very difficult to achieve semantic transparency through natural language schema annotations . ",positive,['be'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20","这种情况下，通过自然语言的模式注释来获得语义透明性可能非常困难。
",case-2,cwmt,1,"在这种情况下,可能很难通过自然语言结构说明实现语义透明度。","在这种情况下,通过自然语言图解说明实现语义透明度可能并不难。"
"In the absence of the chair and vice-chair at a particular meeting, any other member designated by the Technology Executive Committee shall temporarily serve as the chair of that meeting.
","In the absence of the chair and vice - chair at a particular meeting , any other member designated by the Technology Executive Committee shall temporarily serve as the chair of that meeting . ","In the absence of the chair and vice-chair at a particular meeting, any other member designated by the Technology Executive Committee shall not temporarily serve as the chair of that meeting.
","In the absence of the chair and vice - chair at a particular meeting , any other member designated by the Technology Executive Committee shall not temporarily serve as the chair of that meeting . ",positive,['serve'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34,34-35","如果主席和副主席均未出席某次会议，技术执行委员会指定的任何其他成员应临时担任该次会议的主席。
",chair-29,UNv1,1,"如果主席和副主席缺席某次会议,技术执行委员会指定的任何其他成员应临时担任该次会议的主席。","在主席和副主席缺席某次会议的情况下,技术执行委员会指定的任何其他成员不得临时担任该次会议的主席。"
"The scale of production of the joint venture company is as follows:
",The scale of production of the joint venture company is as follows : ,"The scale of production of the joint venture company is not as follows:
",The scale of production of the joint venture company is not as follows : ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-11,11-12,12-13,13-14","第八条合营公司生产规模为:
",scale-1,um,1,合资企业公司的生产规模如下:,合资企业公司的生产规模不如下:
"In Egypt, television and radio spots on voter education aired widely on national channels.
","In Egypt , television and radio spots on voter education aired widely on national channels . ","In Egypt, television and radio spots on voter education did not air widely on national channels.
","In Egypt , television and radio spots on voter education did not air widely on national channels . ",positive,['aired'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-12,11-13,12-14,13-15,14-16,15-17,16-18","在埃及，国家频道广泛播出有关选民教育的电视和广播节目。
",spot-6,UNv1,1,"在埃及,关于选民教育的电视和电台插播节目在国家频道上广泛播放。","在埃及,关于选民教育的电视和广播节目没有在国家频道上广泛播出。"
"A side effect of wear occurring in the mixed film lubrication regime is the formation of organic residues through interaction between the fluid and the wear process.
",A side effect of wear occurring in the mixed film lubrication regime is the formation of organic residues through interaction between the fluid and the wear process . ,"A side effect of wear occurring in the mixed film lubrication regime is not the formation of organic residues through interaction between the fluid and the wear process.
",A side effect of wear occurring in the mixed film lubrication regime is not the formation of organic residues through interaction between the fluid and the wear process . ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29","混合油膜润滑模式存在的副作用是液体与磨损过程中会产生有机残余物。
",film-9,um,1,"在混合胶片润滑系统中发生磨损的一个副作用是,通过液体与磨损过程之间的相互作用形成有机残留物。",在混合胶片润滑系统中发生磨损的副作用不是通过液体与磨损过程之间的相互作用形成有机残留物。
"The mortality rate of the provinces and cities in which the first case was related to Beijing is obviously higher than that was related to Guangdong.
",The mortality rate of the provinces and cities in which the first case was related to Beijing is obviously higher than that was related to Guangdong . ,"The mortality rate of the provinces and cities in which the first case was related to Beijing is not obviously higher than that was related to Guangdong.
",The mortality rate of the provinces and cities in which the first case was related to Beijing is not obviously higher than that was related to Guangdong . ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28","我是否可以建议按议事日程的先后顺序来办，这样可以探讨一下有关宣传的方案建议书？
",case-12,cwmt,1,第一例与北京有关的省份和城市的死亡率明显高于广东的死亡率。,第一例与北京有关的省份和城市的死亡率显然不高于广东的死亡率。
"For example, Lenin had some doubts about the use of struggle as a philosophical term.
","For example , Lenin had some doubts about the use of struggle as a philosophical term . ","For example, Lenin did not have some doubts about the use of struggle as a philosophical term.
","For example , Lenin did not have some doubts about the use of struggle as a philosophical term . ",positive,['had'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19","典型之例，在列宁所下的哲学论断里，对斗争这个哲语，他就是有所保留的。
",term-15,um,1,"例如,列宁对用斗争作为哲学术语有些怀疑。","例如,列宁并不怀疑把斗争作为哲学术语。"
"I adapted it from something A friend of mine designed for the army.
",I adapted it from something A friend of mine designed for the army . ,"I did not adapt it from something A friend of mine designed for the army.
",I did not adapt it from something A friend of mine designed for the army . ,positive,['adapted'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16","我从一个朋友为军队设计的东西上改装而来的。
",mine-8,cwmt,1,我把它改编成一个我朋友为军队设计的东西,我没有把它从一个朋友为军队设计的东西中改写出来
"The bad news is that big changes to long-lived investment decisions will be required soon, particularly in the power sector.
","The bad news is that big changes to long - lived investment decisions will be required soon , particularly in the power sector . ","The bad news is not that big changes to long-lived investment decisions will be required soon, particularly in the power sector.
","The bad news is not that big changes to long - lived investment decisions will be required soon , particularly in the power sector . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25","坏消息则是，需要马上对长期投资决策进行重大改革，特别是在电力领域。
",change-6,cwmt,1,"坏消息是,很快将需要对长期投资决策作出重大改变,特别是在电力部门。","坏消息并不是很快需要对长期投资决定作出重大改变,特别是在电力部门。"
"Isotopes say something about the latitude and elevation of your birthplace—which in the case of our mystery man definitely wasn’t southern Italy.
",Isotopes say something about the latitude and elevation of your birthplace — which in the case of our mystery man definitely was n’t southern Italy . ,"Isotopes do not say something about the latitude and elevation of your birthplace—which in the case of our mystery man definitely wasn’t southern Italy.
",Isotopes do not say something about the latitude and elevation of your birthplace — which in the case of our mystery man definitely was n’t southern Italy . ,positive,['say'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28","从氧同位素中就可以了解到这个人出生地的纬度和海拔，从而证明那个神秘的人绝对不是意大利南方人。
",case-15,cwmt,1,"Isotopes提到你的出生地的纬度和高度,","Isotopotoes对你的出生地的纬度和高度没有说什么,"
"78. A comprehensive audit of the International Tribunal for the Former Yugoslavia at The Hague showed that it took about 18 months from the date of the establishment of the Tribunal before it became fully operational.
",78 . A comprehensive audit of the International Tribunal for the Former Yugoslavia at The Hague showed that it took about 18 months from the date of the establishment of the Tribunal before it became fully operational . ,"78. A comprehensive audit of the International Tribunal for the Former Yugoslavia at The Hague did not show that it took about 18 months from the date of the establishment of the Tribunal before it became fully operational.
",78 . A comprehensive audit of the International Tribunal for the Former Yugoslavia at The Hague did not show that it took about 18 months from the date of the establishment of the Tribunal before it became fully operational . ,positive,['showed'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39,38-40","78 . 对 设 在 海牙 的 前 南斯拉夫 问题 国际法 庭 所做 的 全面 审计 表明 , 法庭 从 设立 之 日 起到 全面 运作 大约 花了 18 个 月 。
",date-25,cwmt,1,"78. 对海牙前南斯拉夫问题国际法庭的全面审计表明,从法庭成立之日起,法庭需要大约18个月才能全面运作。","78. 对海牙前南斯拉夫问题国际法庭的全面审计没有表明,法庭从设立之日起,花了大约18个月才全面运作。"
"The EU considers that, in the light of the current security situation, it would be useful to prepare a new report on the arms trafficking situation in the Horn of Africa.
","The EU considers that , in the light of the current security situation , it would be useful to prepare a new report on the arms trafficking situation in the Horn of Africa . ","The EU does not consider that, in the light of the current security situation, it would be useful to prepare a new report on the arms trafficking situation in the Horn of Africa.
","The EU does not consider that , in the light of the current security situation , it would be useful to prepare a new report on the arms trafficking situation in the Horn of Africa . ",positive,['considers'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","欧盟认为,根据目前的安全形势,编写一份关于非洲之角军火贩运情况的报告会很有用处。
",arm-25,UNv1,1,"欧盟认为,鉴于目前的安全局势,宜编写一份关于非洲之角武器贩运局势的新报告。","欧盟不认为,鉴于目前的安全局势,就非洲之角的武器贩运局势编写一份新报告将是有益的。"
"But CCS advocates all assume that governments will eventually take charge of reservoirs, along with all the monitoring costs and legal liabilities.
","But CCS advocates all assume that governments will eventually take charge of reservoirs , along with all the monitoring costs and legal liabilities . ","But CCS advocates all do not assume that governments will eventually take charge of reservoirs, along with all the monitoring costs and legal liabilities.
","But CCS advocates all do not assume that governments will eventually take charge of reservoirs , along with all the monitoring costs and legal liabilities . ",positive,['assume'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26","但是，CCS技术的倡导者们都主张最终应由政府接管存储库，并同时承担监控费用和法律责任。
",charge-10,um,1,"但二氧化碳捕获和储存倡议者都认为,政府最终将接管储油层,并承担所有监测成本和法律责任。",但二氧化碳捕获和储存倡议者并不都认为政府最终将接管储油层以及所有监测成本和法律责任。
"The central bank has predicted GDP growth in the current year of between 8% and 8.5%.
",The central bank has predicted GDP growth in the current year of between 8 % and 8.5 % . ,"The central bank has not predicted GDP growth in the current year of between 8% and 8.5%.
",The central bank has not predicted GDP growth in the current year of between 8 % and 8.5 % . ,positive,['predicted'],MUTATED,"0-0,1-1,2-2,3-3,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20","印度央行预测本财年的GDP增幅将在8%至8.5%之间。
",bank-2,cwmt,-2,中央银行预测本年度国内生产总值将增长8%至8.5%。,中央银行没有预测本年度国内生产总值增长8%至8.5%。
"a system for reporting statistics on the capital funds of state-owned and collectively-owned enterprises
",a system for reporting statistics on the capital funds of state - owned and collectively - owned enterprises ,"a system for reporting statistics on the capital funds of state-owned and collectively-do not owned enterprises
",a system for reporting statistics on the capital funds of state - owned and collectively - do not owned enterprises ,positive,['owned'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-18,17-19,18-20","国有企业和集体企业资本金统计报告制度
",capital-7,um,-4,汇报国有和集体所有企业资本基金统计数据的系统,国家所有和非集体所有企业资本基金统计报告系统
"68. The Joint Appeals Board found evidence of other irregularities that violated the rights of applicants in seven cases.
",68 . The Joint Appeals Board found evidence of other irregularities that violated the rights of applicants in seven cases . ,"68. The Joint Appeals Board did not find evidence of other irregularities that violated the rights of applicants in seven cases.
",68 . The Joint Appeals Board did not find evidence of other irregularities that violated the rights of applicants in seven cases . ,positive,['found'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23","68. 联合申诉委员会在7个案件中发现侵犯申诉人权利的其它不合规定之处。
",case-19,UNv1,1,68. 联合申诉委员会在7起案件中发现了侵犯申请人权利的其他不合规定之处的证据。,68. 联合申诉委员会在7个案件中没有发现侵犯申请人权利的其他不合规定之处的证据。
"(4) Deposits by foreign nationals, overseas Chinese, Hongkong and Macao compatriots coming to China for a short stay, and foreign experts, staff members and workers, foreign students and trainees;
","( 4 ) Deposits by foreign nationals , overseas Chinese , Hongkong and Macao compatriots coming to China for a short stay , and foreign experts , staff members and workers , foreign students and trainees ; ","(4) Deposits by foreign nationals, overseas Chinese, Hongkong and Macao compatriots do not come to China for a short stay, and foreign experts, staff members and workers, foreign students and trainees;
","( 4 ) Deposits by foreign nationals , overseas Chinese , Hongkong and Macao compatriots do not come to China for a short stay , and foreign experts , staff members and workers , foreign students and trainees ; ",positive,['coming'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39","4.短期入境的外国人、华侨、港澳同胞以及外国专家、职工、留学生、实习生的存款；
",staff-27,um,-2,(4) 外国公民、海外中国人、香港人、澳门同胞、来中国短期居留的外国侨民、外国专家、工作人员和工人、外国学生和学员的存款;,"(4) 外国国民、海外中国人、香港人、澳门同胞、外国专家、工作人员、工人、外国学生和受训人员,不来中国短期居留;"
"The Group requested that this statement be reflected in the official records of the Committee on Information.
",The Group requested that this statement be reflected in the official records of the Committee on Information . ,"The Group did not request that this statement be reflected in the official records of the Committee on Information.
",The Group did not request that this statement be reflected in the official records of the Committee on Information . ,positive,['requested'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20","该集团要求将这项发言列入新闻委员会的正式记录。
",record-11,UNv1,1,专家组要求将这一声明反映在新闻委员会的正式记录中。,专家组没有要求将这一声明反映在新闻委员会的正式记录中。
"In a recent speech he also explicitly linked the heat-wave to climate change.
",In a recent speech he also explicitly linked the heat - wave to climate change . ,"In a recent speech he also explicitly did not link the heat-wave to climate change.
",In a recent speech he also explicitly did not link the heat - wave to climate change . ,positive,['linked'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18","在最近一次讲话中，梅德韦杰夫总统还明确把本次热浪归咎于气候变化。
",change-14,cwmt,1,"在最近的演讲中,他也明确地将热浪与气候变化联系起来。","在最近的一次讲话中,他也明确没有将热浪与气候变化联系起来。"
"I just need it for E-mail and the internet.
",I just need it for E - mail and the internet . ,"I just did not need it for E-mail and the internet.
",I just did not need it for E - mail and the internet . ,positive,['need'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14","我用电脑只是为了发电子邮件和上网。
",mail-7,cwmt,1,我只是需要它 电子邮件和互联网。,我只是不需要它 电子邮件和互联网。
"The number of observers present varied from 16 during the April registration period to over 210 on the referendum date.
",The number of observers present varied from 16 during the April registration period to over 210 on the referendum date . ,"The number of observers does not present varied from 16 during the April registration period to over 210 on the referendum date.
",The number of observers does not present varied from 16 during the April registration period to over 210 on the referendum date . ,positive,['present'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23","观察员 的 人数 除 4月 选民 登记 期间 16 名 到 公民 投票 日 超过 210 名 不等 。
",date-19,cwmt,-2,"出席的观察员人数各不相同,从4月份登记期间的16人到全民投票日的210多人不等。",没有出席的观察员人数从4月份登记期间的16人到全民投票日的210多人不等。
"72. Staff members of the Tribunal come from 80 countries.
",72 . Staff members of the Tribunal come from 80 countries . ,"72. Staff members of the Tribunal do not come from 80 countries.
",72 . Staff members of the Tribunal do not come from 80 countries . ,positive,['come'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14","72. 法庭的工作人员来自80个国家。
",staff-2,UNv1,1,72. 法庭工作人员来自80个国家。,72. 法庭工作人员并非来自80个国家。
